PDAcroForm,SimplexTableau,BundleRevisionImpl,PolygonsSet,PolyhedronsSet,MathUtils,ArgumentMatchingTool,Invocation,ResourceUser,ClassUtils,ReturnsEmptyValues,BisectionSolver,Node,PDICCBased,ClassUtilsTest,Pointers,PDAcroFrom2995,DefaultIntervalCategoryDataset,DETECT_CYCLE_TEST,Matchers,DETECT_CYCLE,CategoryPlot,LocaleUtils,DatasetUtilities,Hello,CollatingIterator,SubLine-b,ExceptionClient,TypeCheck,REVERSE_LINKED_LIST,StringUtils,ExceptionThrower,XYPlot,SubLine,Resource,ContentDispositionFilter,StrBuilder,Resources,RuntimeNullPointer,NullReferenceException,REVERSE_LINKED_LIST_TEST,FilterListIterator
1.0,0.35236064434701075,0.4190041296958176,0.24046476393264482,0.1721905495209055,0.2448408958200604,0.27166183828136503,0.43534874079543906,0.3442494632216915,0.24678113749185893,0.08455780509443689,0.22976362388643334,0.20677055848024084,0.4183949762079582,0.14504078566310907,0.10541572133440358,0.8270460263605915,0.09739890597138068,0.21436355254760064,0.4280804323829308,0.147668767845212,0.10649481894927204,0.18094724720005284,0.17382830607568112,0.160562394070474,0.33886155033429854,0.31024744697553563,0.09620874715930516,0.18567136683964292,0.15002735715674587,0.04963431318650269,-0.06232617838628407,-0.028041902889048176,0.16234270968626463,0.23202194385676278,0.21804459642563967,0.25946730944893237,0.4027596489042642,0.071564181420958,-0.10217197664422284,0.26085770397246155,0.23321037193240568
0.35236064434701075,1.0,0.4031514869631526,0.23606542696358912,0.1397470509300337,0.11919198802039288,0.20507007254672727,0.35121307173013383,0.052826426804956084,0.0563088467574171,0.15609418375596362,0.2540116696232746,0.1687286673944024,0.35490295329555144,0.2366228801660425,0.009146600753984102,0.4078191297720879,0.427102515423352,0.12708962839392357,0.32702283102227536,0.21221058005449978,0.04404509225213049,0.0709690144533831,0.4141788661178061,0.24525314743031623,0.22449533869410376,0.16267228199929595,0.04539660733882178,0.08682158971126297,0.21680265451967107,0.06723146103503208,-0.056487533445894966,0.10820762230528558,0.17070029263409037,0.21025265947815208,0.16267563262483198,0.22568865037461272,0.25616612503514524,0.06302280870833088,0.10295534474532864,0.20017099431317154,0.26057704586722996
0.4190041296958176,0.4031514869631526,1.0,0.1791308719620064,0.26047862471573513,0.2396773916808027,0.19834565373557178,0.3489865311029786,0.2525513658350651,0.19307671331200282,0.12147493066958548,0.1328180649536692,0.16924892663104374,0.3167670009953838,0.22811148787960422,0.08349812968723669,0.37635145224529,0.36291101724978736,0.2684898662271825,0.4518169253647969,0.25521623350918987,0.01962214431221665,0.09031581348044226,0.1402149979795948,0.2565695076112442,0.28700643881872256,0.0955435507340402,0.1663205773119374,0.03371069930022297,0.17916297229870481,0.09319117645700403,0.1619125918779566,-0.0596124444285735,0.21791946641014415,0.26707121255752253,0.16158448841759787,0.1544731949348661,0.38606898425140235,0.13691229324939524,0.033280590959914425,0.2747569187607315,0.30609695438839046
0.24046476393264482,0.23606542696358912,0.1791308719620064,1.0,0.052845647573431576,0.31164517154995197,0.09316955548710881,0.2538403589495264,-0.02612278510048749,0.15452274778092223,0.20984587812609856,0.12853391410480464,-0.034214670720414064,0.3453644667522937,0.021683003922952304,-0.002065962689821399,0.333589150924413,0.1703531826195881,0.03282341482142104,0.2729321045436046,-0.05418530579436709,0.14242287322810965,0.18151276537341676,0.1429937335610859,0.04436309773962599,0.2702520151245127,0.08889355882178152,-0.014190848599680228,0.1796513319434374,-0.04116766835470509,0.1044036367240816,-0.08334693056738907,0.23876657550502234,0.3194787710865328,0.0744162650888659,0.0662837847619383,0.0644957771625646,0.08983813301785437,0.06930178352703042,-0.0742113676794578,0.01786759710855279,0.13856425261838545
0.1721905495209055,0.1397470509300337,0.26047862471573513,0.052845647573431576,1.0,0.20738382460900406,0.045537534608814156,0.039688656772254305,0.16019951947636835,0.02072547863807772,0.10075386668335407,0.038129981246416644,0.002507828491035813,0.15169208744499063,0.08823499199150697,-0.05227915864866928,0.1598960279728623,0.044569112500997266,0.15090476673800568,0.22595871139482282,-0.05363203261711025,-0.030726057585335864,0.04352083035816667,0.028712927352087414,0.22047715856102656,0.14064120759546483,0.08107516910091073,0.058686142140098374,0.22500829867008676,-0.10232374161174862,0.006989968073323416,-0.042721525795653914,-0.015504991860165518,0.24961812816849027,0.17966045024900268,0.2651157813204419,0.10659398914794138,0.10677524826477713,0.09645795808852353,0.09531451562953663,0.033587239724758744,0.2891571847373714
0.2448408958200604,0.11919198802039288,0.2396773916808027,0.31164517154995197,0.20738382460900406,1.0,0.10501729836196205,0.15722136287564004,0.02076301024972871,0.15897358517519966,0.01890909851879541,0.3190830335625978,0.05871107497376615,0.34787333735315884,0.03713929917965009,0.13139929694238217,0.20642899403035397,0.038415527867131205,0.18030795768307728,0.36896104281012987,0.037085982797080974,-0.07412957228205763,0.23771531323752815,0.10893560947457048,0.06155475050579462,-0.010787912702864944,0.12304243410996185,-0.06564098645271188,0.08158578595821564,0.12906109017226264,0.09992093182763984,-0.02447200726372789,-0.028839430971672186,0.20347086843156803,0.09757427371446337,0.14730913589537975,0.15535667676363407,0.09432020592227097,0.003058712715694356,-0.0457551418214297,0.16651511599498392,0.05238016545128077
0.27166183828136503,0.20507007254672727,0.19834565373557178,0.09316955548710881,0.045537534608814156,0.10501729836196205,1.0,0.18688617970870958,0.32643797267111707,0.2998351528315282,0.24391251270226122,0.1858353350273112,0.13924197140263284,0.39039784224340235,0.2521948925610026,0.4511565525403364,0.3335350070441816,0.3126363004752619,0.36683223497434314,0.14339271900810924,0.332984422710635,0.21639439353488055,0.4055836671864732,0.20113789836129314,0.26338732250837826,0.23258154742349046,0.263751294082867,0.20516451363851196,0.042427199991491915,0.2844320884409579,0.19523140370011327,0.1252461054338675,0.06893138689380363,0.08886325283274776,0.0796469113834466,0.2530646260548155,0.07614510077853964,0.2959188302476792,0.32427019414121716,0.017980268864302706,0.38430180050706575,0.2298388410619786
0.43534874079543906,0.35121307173013383,0.3489865311029786,0.2538403589495264,0.039688656772254305,0.15722136287564004,0.18688617970870958,1.0,0.23281021721859263,0.209264513635685,0.1463041006690543,0.19734859006587202,0.10914030315871648,0.30452400496643584,0.0942257083544823,0.15482298163547403,0.34299708074424906,0.18900311630097355,0.23723370523665577,0.2670619790371198,0.10168462358513719,0.03512229649593934,0.2432012832746192,0.31403563285062375,0.18274059681705557,0.2817365121306017,0.24028685606684808,-0.016874354467621977,-0.03915473336813369,0.1520062775229778,0.1742582299407771,-0.05563611870192031,-0.025427560882861133,0.34274488612771536,0.06702413113200434,0.41216820148695543,0.27271729711513193,0.2937547902231188,0.2146829883602318,-0.045216449616468646,0.16748728420882997,0.2220666305257355
0.3442494632216915,0.052826426804956084,0.2525513658350651,-0.02612278510048749,0.16019951947636835,0.02076301024972871,0.32643797267111707,0.23281021721859263,1.0,0.4210184235843888,0.06195824090383939,0.17194710686776415,0.3531423110641232,0.22359003996755256,0.4817449239422773,0.17704836612772135,0.3158070160499242,0.16724421810115486,0.4250821814738852,0.07477617864883368,0.35021274733941754,0.03825308308492814,0.21655073142127912,0.11253828586356562,0.2408152806838848,0.3221686490711051,0.3803377275455275,0.4525208247879855,0.1264730254597375,0.2392849885337025,0.07511943900776341,0.2148643447949865,-0.024651574082825034,0.21204962941089034,0.46916455161238013,0.3320417646934426,0.03869908229058028,0.5132037837601158,0.3222577841713362,0.0053981382259761235,0.5272309621822586,0.20845179280806558
0.24678113749185893,0.0563088467574171,0.19307671331200282,0.15452274778092223,0.02072547863807772,0.15897358517519966,0.2998351528315282,0.209264513635685,0.4210184235843888,1.0,0.1323288754257247,0.16928046701306965,0.17237018502054025,0.27355404972884045,0.2954028062130578,0.1730266651691641,0.2510213783345998,0.24752075640540494,0.41808108542041145,0.11765939512569101,0.3795843939910848,0.08854877437774122,0.2778780802873033,-0.008264451422556718,0.1532359744285272,0.3526702996674833,0.1046348799677761,0.1817816216137993,0.12136016899117397,0.3058259376608431,0.22412060932312472,0.15003026408918563,0.017869737536726937,0.11282785869922829,0.21394656946387292,0.26610626256247016,0.11490036157303307,0.24638747865667354,0.343684711273463,0.13298368009529882,0.4040398345535662,0.3077590774805774
