Good-MathPreconditions,NPE-Hello,Good-Quantiles,NPE-DefaultIntervalCategoryDataset,NPE-CollatingIterator,NPE-BisectionSolver,Good-Predicates,Good-PairedStatsAccumulator,NPE-FilterListIterator,Good-MacHashFunction,NPE-DETECT_CYCLE,Good-LongMath,NPE-ContentDispositionFilter,Good-Preconditions,Good-Murmur3_32HashFunction,Good-PrimitiveSink,Good-LongAdder,NPE-ArgumentMatchingTool,Good-Murmur3_128HashFunction,NPE-ClassUtilsTest,Good-SmallCharMatcher,Good-StandardSystemProperty,NPE-Invocation,Good-Splitter,NPE-CategoryPlot,NPE-ExceptionThrower,NPE-ClassUtils,NPE-LocaleUtils,Good-Present,NPE-DETECT_CYCLE_TEST,NPE-BundleRevisionImpl,NPE-ExceptionClient,Good-MessageDigestHashFunction,Good-PairedStats,NPE-DatasetUtilities,Good-Stats
1.0,0.1739489223711579,0.24481195672492617,0.2147089186464466,0.21242823948194633,0.24740415302959717,0.12013282270431802,0.31320572056066065,0.15398501423711852,0.28773420747164513,0.27823894767108237,0.2502420628685925,0.14155334521861251,0.4323744692542083,0.0958110775527643,0.24902194577709347,0.29211116376925883,0.2995037750058128,0.21490876155613126,0.14830989778253156,0.253079236228428,0.2410654663293028,0.07561363121694298,0.20802037977650412,0.05238587587296506,0.2671683358756154,0.25589202248076237,0.22161754599586814,0.25712404987626347,0.33621972026223523,0.07139674222270209,0.2751559314880958,0.21752753358232058,0.2640116005523011,0.2700855861417921,0.09315377681595705
0.1739489223711579,1.0,0.15873754804918172,0.20338935307189987,0.18290107233483943,0.2418780488818315,0.17670622924137624,0.32584288206542444,0.4093256398977796,0.22340847773555095,0.24727964157140736,0.049550440973247456,0.22913727159219355,0.3016688861006519,0.2395526076667287,0.14346389461495912,0.1325561216147022,0.26338732250837826,0.29121705953623533,0.2084613582958852,0.16662197822713143,0.14057863579779317,0.18274059681705557,0.07454774673294384,0.16581339668434714,0.15787426230657242,0.1532359744285272,0.05049904208109257,0.05674094094312143,0.5041207012961172,0.2565695076112442,0.2423061115450833,0.26375846933446,0.23543660627101093,0.2512525297319006,0.09917186360327568
0.24481195672492617,0.15873754804918172,1.0,0.2321103663726376,0.16020791226074604,0.08242374650965034,0.2400022514581207,0.25099909305791235,0.24291701648005493,0.14840957657968545,0.2763879547106768,0.38111177376891536,0.22977384016305458,0.206671326828612,0.18779117491884212,0.09794710969122966,0.24867470817289905,0.18965723822492941,0.2736579238834551,0.11565429268223693,0.11823364918874812,0.19540255429671383,0.08433951076549395,0.3383440744472146,0.0458931466407243,0.1452432964836461,0.16603295288480302,0.1780376967881223,0.38264684473254706,0.2652261031497387,0.3655275563443161,0.14757432103608958,0.06399390446634112,0.45822277258345423,0.15966898784881223,0.4499836595253961
0.2147089186464466,0.20338935307189987,0.2321103663726376,1.0,0.273659065091852,0.2475414654407494,0.13108229368692936,0.1668231956132682,0.2506613153275453,0.35990305371881937,0.3412205697547456,-0.0030356990435222997,0.24788942332511266,0.2927973369963679,0.33661556725040576,0.4007032769275487,0.15997234758665857,0.3126363004752619,0.2510543637034993,0.2480727966588142,0.11978966836201477,0.054417388438559255,0.18900311630097355,0.19587682153857833,0.2600586107416514,0.15500717643067652,0.24752075640540494,0.2937299678075169,0.26957334200610883,0.205198243664527,0.36291101724978736,0.15408919533651932,0.3083220568008189,0.17347796855164044,0.3331809263322818,0.2400918070453928
0.21242823948194633,0.18290107233483943,0.16020791226074604,0.273659065091852,1.0,0.3628365192070856,0.2991357010314959,0.24152267631478752,0.35115510076876477,0.19978672414233833,0.19548558664616433,0.24241770743456192,0.28833857393871676,0.09321070173960233,0.2500915391505256,0.39386347838553637,0.2500284700211327,0.23258154742349046,0.26541105997156667,0.3545798279759669,0.33035002703989047,0.11035799779182798,0.2817365121306017,0.27105919743264595,0.13852929643570633,0.07529578933827852,0.3526702996674833,0.16461083781313257,0.2749280754286836,0.2991047519187079,0.28700643881872256,0.2792789631703172,0.26667947711813245,0.3462534411126358,0.2587270576940157,0.164353168980508
0.24740415302959717,0.2418780488818315,0.08242374650965034,0.2475414654407494,0.3628365192070856,1.0,0.11449713064851885,0.0901673161655262,0.15469249984633415,0.27896734313382365,0.23516200845275437,0.21002817901030746,0.16380499856239228,0.16098802251697453,0.07922933430131207,0.2524534731020851,0.27901879504322824,0.1858353350273112,0.22191036960414134,0.21025225658629276,0.10716639856320187,0.2194934031629927,0.19734859006587202,0.1580503355789854,0.01338831741307811,0.0594328718870103,0.16928046701306965,0.14963286028419676,0.17033901315033173,0.26079739626951026,0.1328180649536692,0.11802285299159765,0.24264232876687064,0.21295200956258686,0.29188186280691264,0.13506742046566078
0.12013282270431802,0.17670622924137624,0.2400022514581207,0.13108229368692936,0.2991357010314959,0.11449713064851885,1.0,0.23067589293566515,0.1877069335004068,0.20290762369105797,0.12033045017924215,0.10644360222990146,0.31522370872937255,0.10075819993633783,0.2134545477194456,0.1731726181455031,0.20683160286190927,0.13936373623558496,0.30524965108739366,0.2756037535154179,0.11341738300857584,0.3053722504224714,0.1539598905482873,0.3195938104961036,0.10610956797380677,0.014069623838289358,0.22478387558012314,0.1426378550329901,0.3004792054202041,0.1738605408274031,0.1727207448782293,0.0017637386428103197,0.2195445157506618,0.39532986125147884,0.08734612958147703,0.18210579242715252
0.31320572056066065,0.32584288206542444,0.25099909305791235,0.1668231956132682,0.24152267631478752,0.0901673161655262,0.23067589293566515,1.0,0.27071121690594535,0.3702338629100492,0.17772570149386313,0.1982736554451895,0.13221173974380507,0.34313881274848235,0.24525355249636005,0.26097822489906775,0.2811992271300997,0.13008501304768572,0.33567102083517275,0.29158883560721516,0.14238542056803916,0.17653348952015613,0.15437358092828513,0.23076509390073097,0.14648640456101736,0.24363274080749742,0.10088656988268463,0.28074435868293013,0.3317073734550742,0.3266768228525515,0.14096184902815012,0.3219643700645678,0.291554218225892,0.5146072881325359,0.18019435884218382,0.28872245030188504
0.15398501423711852,0.4093256398977796,0.24291701648005493,0.2506613153275453,0.35115510076876477,0.15469249984633415,0.1877069335004068,0.27071121690594535,1.0,0.21002876285793315,0.28853266068497285,0.17334733362888777,0.19567407830188965,0.28302204097341177,0.19929456667600498,0.1718167048068615,0.1776318769051286,0.2298388410619786,0.15725214132797638,0.28761299242100724,0.37647568450870716,0.01774398139569744,0.2220666305257355,0.19123130135658595,0.18723002714240078,0.03260801915924738,0.3077590774805774,0.2955028708971874,0.2173613573297437,0.35208667686632733,0.30609695438839046,0.16806572141045972,0.28044802484344844,0.31847984006300045,0.2031454977274193,0.42846918015965274
0.28773420747164513,0.22340847773555095,0.14840957657968545,0.35990305371881937,0.19978672414233833,0.27896734313382365,0.20290762369105797,0.3702338629100492,0.21002876285793315,1.0,0.20050914428686195,0.2569579500702419,0.16624147515446053,0.2660780767889843,0.2804672709227427,0.37258131934531913,0.26392791221826906,0.3462991655792913,0.40318067230006105,0.20273819195139353,0.1430414401893887,0.18929763569696711,0.2495944956504954,0.23043691853439208,0.2374204423427415,0.08752795187323703,0.1853469082915703,0.374337253190121,0.4808376373645842,0.2521252909599443,0.15701863233848368,0.1330684356275198,0.7640603227798541,0.34294169131475816,0.24844945363059256,0.2031315006657174
