GOOD_BigIntegerMath,GOOD_DoubleMath,GOOD_DoubleUtils,GOOD_ExecutionList,GOOD_ExecutionSequencer,GOOD_FakeTimeLimiter,GOOD_FluentFuture,GOOD_ForwardingBlockingDeque,GOOD_ForwardingBlockingQueue,GOOD_ForwardingExecutorService,GOOD_Funnels,GOOD_HashCode,GOOD_Hasher,GOOD_Hashing,GOOD_HashingInputStream,GOOD_IntMath,GOOD_LinearTransformation,GOOD_LittleEndianByteArray,GOOD_LongAdder,GOOD_LongMath,GOOD_MacHashFunction,GOOD_MathPreconditions,GOOD_MessageDigestHashFunction,GOOD_Murmur3_128HashFunction,GOOD_Murmur3_32HashFunction,GOOD_PairedStats,GOOD_PairedStatsAccumulator,GOOD_Preconditions,GOOD_Predicates,GOOD_Present,GOOD_PrimitiveSink,GOOD_Quantiles,GOOD_SmallCharMatcher,GOOD_Splitter,GOOD_StandardSystemProperty,GOOD_Stats,GOOD_StatsAccumulator,GOOD_Stopwatch,GOOD_Strings,GOOD_Suppliers,GOOD_Throwables,GOOD_ToDoubleRounder,NPE_ArgumentMatchingTool,NPE_BisectionSolver,NPE_BundleRevisionImpl,NPE_CategoryPlot,NPE_ClassUtils,NPE_ClassUtilsTest,NPE_CollatingIterator,NPE_ContentDispositionFilter,NPE_DETECT_CYCLE,NPE_DETECT_CYCLE_TEST,NPE_DatasetUtilities,NPE_DefaultIntervalCategoryDataset,NPE_ExceptionClient,NPE_ExceptionThrower,NPE_FilterListIterator,NPE_Hello,NPE_Invocation,NPE_LocaleUtils,NPE_Matchers,NPE_MathUtils,NPE_Node,NPE_NullReferenceException,NPE_PDAcroForm,NPE_PDAcroFrom2995,NPE_PDICCBased,NPE_Pointers,NPE_PolygonsSet,NPE_PolyhedronsSet,NPE_REVERSE_LINKED_LIST,NPE_REVERSE_LINKED_LIST_TEST,NPE_Resource,NPE_ResourceUser,NPE_Resources,NPE_ReturnsEmptyValues,NPE_RuntimeNullPointer,NPE_SimplexTableau,NPE_StrBuilder,NPE_StringUtils,NPE_SubLine-b,NPE_SubLine,NPE_TypeCheck,NPE_XYPlot
1.2236185739228565e+20,1.2912720851576496e+20,1.5543502839211593e+20,1.586848926393888e+20,1.1666745337406928e+20,1.6704237213163078e+20,1.4407367692296906e+20,1.6499269484889054e+20,1.649926948488538e+20,1.660206966629268e+20,0.0,1.2236185739221364e+20,1.6186952230966752e+20,1.0756207731015513e+20,1.4986205729486907e+20,1.3555533118868483e+20,1.5099310773535824e+20,1.1811679407987995e+20,1.330213632459387e+20,1.1220716365745468e+20,1.3680471549098902e+20,1.6291723242073276e+20,1.1811679407984709e+20,1.3173610254176589e+20,1.1220716365739534e+20,1.4169212980353543e+20,1.670423721316635e+20,1.5975348984899394e+20,1.0913240967833893e+20,1.509931077353321e+20,1.7007057707923053e+20,1.1954856507144774e+20,1.3926986362596873e+20,1.2374452113686092e+20,1.5868489263939564e+20,1.1811679407989336e+20,1.4048621740694618e+20,1.6081498650887265e+20,1.3804279245040104e+20,1.2511190542197422e+20,1.195485650714048e+20,1.5323016451537755e+20,1.608149865087265e+20,1.6081498650877542e+20,1.2096339023669738e+20,7.60578742646215e+19,1.1811679407992103e+20,1.7205977426998352e+20,1.3926986362606479e+20,1.195485650714409e+20,1.8812061598690663e+20,1.8630298286818578e+20,1.181167940799624e+20,1.2646450587110813e+20,1.925896622190727e+20,1.9695732996772708e+20,1.4641649195332431e+20,1.7205977427030806e+20,1.2511190542198455e+20,1.4641649195323962e+20,1.464164919534302e+20,1.2511190542197875e+20,1.7693495346158053e+20,1.995320448656588e+20,1.25111905421938e+20,1.2912720851576237e+20,1.3043817825312909e+20,1.8446744073577677e+20,9.58520939095855e+19,1.151998798171112e+20,1.8902287831416337e+20,1.8074044158425602e+20,1.8992085428690282e+20,1.8721400533199513e+20,1.863029828681405e+20,1.5975348984894607e+20,1.8167935928675113e+20,1.0270712426372956e+20,1.0756207731022558e+20,8.45336010432147e+19,1.618695223096018e+20,1.416921298035016e+20,9.223372036849372e+19,6.118092869619404e+19
1.1371336747702082e+20,1.237445211368587e+20,1.475739525892626e+20,1.5760905045414868e+20,1.2236185739221852e+20,1.6499269484901496e+20,1.3429432395581294e+20,1.6395824769307735e+20,1.6499269484888457e+20,1.6291723242091948e+20,1.237445211369212e+20,0.0,1.6291723242088818e+20,1.0270712426369309e+20,1.543365338613748e+20,1.2912720851574509e+20,1.4524980808587343e+20,1.2780279187936041e+20,1.4048621740704558e+20,1.1220716365745016e+20,1.27802791879274e+20,1.597534898488281e+20,1.209633902366728e+20,1.3429432395580981e+20,1.0756207731017543e+20,1.4169212980358275e+20,1.6499269484902908e+20,1.52115748528866e+20,1.0913240967838496e+20,1.4986205729493133e+20,1.7106806702299995e+20,1.15199879817135e+20,1.3555533118855181e+20,1.2236185739223848e+20,1.5975348984889927e+20,1.1811679407992206e+20,1.3680471549092094e+20,1.5323016451540976e+20,1.2780279187929981e+20,1.223618573922523e+20,1.2236185739223802e+20,1.487224053387077e+20,1.5975348984885992e+20,1.5760905045415035e+20,1.209633902367281e+20,6.902139622529987e+19,1.1068046444206639e+20,1.710680670228366e+20,1.404862174070721e+20,1.2096339023672908e+20,1.8630298286783686e+20,1.807404415842509e+20,1.0435054260253814e+20,1.223618573922311e+20,1.908146044196385e+20,1.98677513981502e+20,1.5099310773542466e+20,1.618695223096525e+20,1.2511190542200583e+20,1.5543502839213408e+20,1.440736769230064e+20,1.1519987981710467e+20,1.7597072310340446e+20,2.003829316464086e+20,1.330213632460395e+20,1.3173610254184645e+20,1.3043817825315193e+20,1.8261344955334702e+20,9.93387569918752e+19,1.2511190542202005e+20,1.8812061598681006e+20,1.759707231032369e+20,1.9170418781790218e+20,1.835427860875459e+20,1.826134495536827e+20,1.6081498650887956e+20,1.8074044158389017e+20,1.0756207731022561e+20,9.933875699186967e+19,8.453360104320826e+19,1.629172324208467e+20,1.4288786517819086e+20,9.761099463571658e+19,5.217527130132106e+19
9.585209390956474e+19,9.93387569918023e+19,1.2780279187921573e+20,1.3926986362583117e+20,9.223372036837668e+19,1.251119054218042e+20,1.0596847695590457e+20,1.2912720851554709e+20,1.2912720851550364e+20,1.2096339023654638e+20,7.144393258908628e+19,9.761099463561647e+19,0.0,8.846747673107816e+19,1.2096339023647939e+20,1.0756207731016632e+20,1.22361857392079e+20,9.761099463561907e+19,1.106804644419738e+20,9.037022079249932e+19,1.0913240967825618e+20,1.392698636258177e+20,9.761099463560797e+19,1.18116794079873e+20,6.902139622523475e+19,1.1954856507140397e+20,1.4524980808593034e+20,1.2780279187920686e+20,7.826290695190164e+19,1.2236185739203346e+20,1.0913240967815827e+20,9.585209390952595e+19,1.1811679407985074e+20,9.03702207924352e+19,1.3926986362581595e+20,9.406030799395797e+19,1.1811679407982915e+20,1.3926986362598665e+20,1.0270712426363835e+20,9.037022079244981e+19,9.037022079245925e+19,1.2646450587099049e+20,1.3680471549082375e+20,1.3302136324578925e+20,9.58520939095285e+19,5.534023222110705e+19,8.65228991206437e+19,1.5323016451511783e+20,1.1220716365739848e+20,1.0596847695595022e+20,1.6805783663384625e+20,1.670423721312608e+20,9.585209390954439e+19,1.0270712426371847e+20,1.778939575225049e+20,1.8902287831325596e+20,1.1811679407981583e+20,1.4872240533871506e+20,1.0435054260252295e+20,1.2912720851558772e+20,1.151998798171151e+20,1.0103697841679183e+20,1.5323016451512795e+20,1.9081460441793754e+20,1.0270712426368513e+20,1.0270712426371008e+20,1.059684769559205e+20,1.6906720208531286e+20,6.6510681623073055e+19,1.0103697841683656e+20,1.7402623553801408e+20,1.639582476927851e+20,1.7402623553793442e+20,1.649926948484471e+20,1.6602069666252672e+20,1.4169212980338919e+20,1.7106806702248097e+20,7.826290695191038e+19,8.040749325459816e+19,4.880549731785899e+19,1.3680471549078823e+20,1.166674533740305e+20,6.902139622527973e+19,3.1950697969880654e+19
1.2646450587119818e+20,1.3926986362609007e+20,1.6499269484897023e+20,1.6602069666283258e+20,1.304381782530969e+20,1.7007057707938192e+20,1.475739525893897e+20,1.7205977427023315e+20,1.7500118006081716e+20,1.700705770793601e+20,1.380427924504275e+20,1.4048621740706747e+20,1.7106806702311863e+20,0.0,1.6602069666291024e+20,1.4641649195342673e+20,1.6081498650888687e+20,1.4048621740707717e+20,1.5211574852894828e+20,1.2374452113693144e+20,1.543365338614618e+20,1.740262355386015e+20,1.41692129803518e+20,1.4986205729502092e+20,1.2511190542199657e+20,1.543365338614807e+20,1.7402623553877135e+20,1.6499269484897236e+20,1.1666745337412076e+20,1.6499269484898694e+20,1.797966208171013e+20,1.3302136324608824e+20,1.543365338613932e+20,1.3555533118868528e+20,1.7304579824098368e+20,1.3043817825311934e+20,1.586848926395867e+20,1.660206966629158e+20,1.4872240533889194e+20,1.3680471549107714e+20,1.2780279187932984e+20,1.6291723242088396e+20,1.7007057707925956e+20,1.6805783663444243e+20,1.3555533118872548e+20,7.826290695196182e+19,1.2646450587116157e+20,1.7884781936124e+20,1.4986205729500545e+20,1.3804279245047872e+20,1.9170418781799042e+20,1.899208542873769e+20,1.2511190542202914e+20,1.4048621740710273e+20,1.9434850842615598e+20,1.9953204486686133e+20,1.5760905045429358e+20,1.7693495346185208e+20,1.368047154910759e+20,1.6805783663457737e+20,1.597534898491607e+20,1.3302136324603247e+20,1.7789395752344522e+20,2.003829316463246e+20,1.4641649195343436e+20,1.4641649195345342e+20,1.4407367692302208e+20,1.917041878179819e+20,1.0756207731022802e+20,1.3302136324606226e+20,1.934710840429658e+20,1.863029828681812e+20,1.925896622194526e+20,1.9170418781819902e+20,1.8812061598717126e+20,1.680578366344968e+20,1.9081460442020122e+20,1.2096339023675464e+20,1.2236185739232711e+20,9.406030799405413e+19,1.6602069666278647e+20,1.5211574852894654e+20,9.585209390958015e+19,6.1180928696180744e+19
6.651068162303106e+19,9.223372036842101e+19,1.1811679407974677e+20,1.1954856507121598e+20,8.249634742459757e+19,1.278027918792079e+20,9.933875699179674e+19,1.3043817825289904e+20,1.3043817825291569e+20,1.3043817825300885e+20,6.651068162300832e+19,7.37869762947116e+19,1.2374452113660966e+20,5.83337266869892e+19,0.0,9.223372036838926e+19,1.1220716365728783e+20,9.037022079244411e+19,1.027071242636268e+20,7.144393258916957e+19,7.826290695176854e+19,1.355553311883996e+20,7.378697629463702e+19,8.846747673102107e+19,6.118092869611961e+19,1.0913240967834572e+20,1.3429432395570509e+20,1.2511190542180529e+20,7.37869762947313e+19,1.166674533739346e+20,1.392698636257557e+20,7.144393258914123e+19,1.0270712426360373e+20,7.37869762947232e+19,1.3173610254157131e+20,8.846747673106966e+19,1.091324096781732e+20,1.2096339023655726e+20,8.846747673101774e+19,8.453360104308464e+19,6.902139622515769e+19,1.1519987981696275e+20,1.3555533118838317e+20,1.2236185739195033e+20,7.37869762947312e+19,4.5185110396275106e+19,8.652289912060309e+19,1.4757395258895824e+20,9.933875699173328e+19,8.652289912064365e+19,1.710680670224788e+20,1.6499269484861204e+20,7.826290695189748e+19,9.406030799391575e+19,1.7597072310236312e+20,1.83542786086278e+20,1.106804644419714e+20,1.3926986362591076e+20,9.0370220792467e+19,1.2511190542182569e+20,1.1371336747699754e+20,8.249634742462154e+19,1.53230164515133e+20,1.890228783119589e+20,8.652289912057271e+19,8.453360104306632e+19,8.249634742455881e+19,1.6704237213091994e+20,5.5340232221066035e+19,8.04074932545489e+19,1.74026235537987e+20,1.6186952230935364e+20,1.7106806702231142e+20,1.6602069666241495e+20,1.649926948485591e+20,1.3804279245027118e+20,1.6395824769237487e+20,7.378697629473686e+19,5.833372668711231e+19,5.534023222110068e+19,1.368047154908295e+20,1.0596847695587688e+20,6.390139593972624e+19,3.689348814741067e+19
9.406030799400187e+19,1.1068046444209357e+20,1.521157485288866e+20,1.608149865088088e+20,1.2236185739220579e+20,1.597534898489607e+20,1.3926986362607485e+20,1.6602069666286908e+20,1.6805783663447222e+20,1.6081498650885423e+20,1.330213632460684e+20,1.3555533118867423e+20,1.618695223096576e+20,1.1666745337411478e+20,1.5323016451537715e+20,0.0,1.4524980808587987e+20,1.2780279187934282e+20,1.4872240533886114e+20,1.8446744073704294e+19,1.4641649195340862e+20,1.6499269484884745e+20,1.3555533118864564e+20,1.4872240533886213e+20,1.2646450587117155e+20,1.464164919534238e+20,1.6291723242093645e+20,1.5211574852885994e+20,1.1666745337414627e+20,1.5760905045428093e+20,1.720597742701849e+20,1.1666745337413504e+20,1.42887865178119e+20,1.1519987981710128e+20,1.639582476930919e+20,1.3173610254188608e+20,1.4872240533882965e+20,1.5211574852886515e+20,1.3429432395581234e+20,1.237445211368808e+20,1.122071636573722e+20,1.4872240533874003e+20,1.6602069666285332e+20,1.597534898488983e+20,1.2096339023672816e+20,7.144393258919241e+19,1.2096339023670626e+20,1.7106806702281022e+20,1.3926986362606615e+20,1.3302136324609674e+20,1.8538748355416313e+20,1.8354278608764957e+20,1.166674533741413e+20,1.3043817825310815e+20,1.9170418781741194e+20,1.9867751398149014e+20,1.5543502839221223e+20,1.6602069666285185e+20,1.2780279187936218e+20,1.554350283921587e+20,1.4407367692297708e+20,1.2096339023671804e+20,1.7693495346159613e+20,1.9781929176509704e+20,1.3302136324603648e+20,1.3302136324603757e+20,1.3555533118871935e+20,1.8992085428709723e+20,1.0435054260260374e+20,1.2646450587119095e+20,1.863029828677687e+20,1.7884781936112176e+20,1.908146044200771e+20,1.8630298286804733e+20,1.8721400533213512e+20,1.5543502839207005e+20,1.8812061598690745e+20,1.1371336747703902e+20,1.181167940799974e+20,9.037022079256207e+19,1.6291723242081776e+20,1.4288786517817102e+20,9.223372036850213e+19,6.390139593974042e+19
9.585209390953975e+19,1.0435054260252623e+20,1.3429432395569568e+20,1.4169212980334241e+20,1.0270712426369715e+20,1.4641649195328387e+20,1.2096339023669279e+20,1.5323016451535582e+20,1.5211574852882756e+20,1.428878651780653e+20,1.1220716365739305e+20,1.166674533740815e+20,1.5099310773532862e+20,9.761099463562845e+19,1.3173610254168692e+20,1.1068046444207687e+20,0.0,1.2096339023671352e+20,1.3043817825307437e+20,9.037022079248784e+19,1.2912720851575603e+20,1.5099310773519673e+20,1.1954856507136791e+20,1.2780279187932889e+20,1.1371336747702457e+20,1.195485650713908e+20,1.3804279245030367e+20,1.4288786517810156e+20,9.223372036843186e+19,1.392698636259544e+20,1.618695223095734e+20,9.22337203684409e+19,1.2511190542188678e+20,1.0596847695595885e+20,1.4288786517797554e+20,9.933875699184337e+19,1.1519987981699704e+20,1.330213632458812e+20,1.181167940799001e+20,1.0913240967831039e+20,1.0435054260251602e+20,1.3043817825300046e+20,1.5433653386129814e+20,1.4407367692272365e+20,1.0756207731020426e+20,6.390139593974434e+19,1.0913240967835206e+20,1.543365338610299e+20,1.2511190542192273e+20,1.0596847695594126e+20,1.7693495346120183e+20,1.710680670227623e+20,1.010369784168671e+20,1.151998798171322e+20,1.8630298286738116e+20,1.960915792714719e+20,1.3173610254177518e+20,1.5211574852882294e+20,1.1220716365739121e+20,1.3926986362596424e+20,1.2511190542197126e+20,1.010369784168517e+20,1.5975348984867154e+20,1.9434850842450713e+20,1.1811679407991418e+20,1.1519987981712171e+20,1.0596847695593993e+20,1.807404415839985e+20,8.453360104320356e+19,1.1068046444214449e+20,1.759707231028773e+20,1.6395824769273394e+20,1.7979662081641077e+20,1.7884781936109044e+20,1.740262355383712e+20,1.4288786517804106e+20,1.750011800601831e+20,1.0103697841687196e+20,8.652289912067426e+19,7.605787426460405e+19,1.4872240533864504e+20,1.2912720851573401e+20,8.040749325460818e+19,5.833372668711256e+19
1.166674533741439e+20,1.2912720851576706e+20,1.4986205729491265e+20,1.5652581390346555e+20,1.2646450587113141e+20,1.5975348984897513e+20,1.3680471549101195e+20,1.6291723242083513e+20,1.6291723242080095e+20,1.60814986508864e+20,1.2096339023669482e+20,1.2646450587113318e+20,1.6805783663453068e+20,1.106804644420903e+20,1.5652581390354792e+20,1.3555533118868544e+20,1.440736769228056e+20,0.0,1.3804279245037188e+20,1.1519987981717301e+20,1.3429432395573636e+20,1.6499269484882474e+20,1.3043817825306187e+20,1.4169212980353026e+20,1.264645058711895e+20,1.3804279245038063e+20,1.6081498650886173e+20,1.509931077353156e+20,1.0435054260252338e+20,1.5211574852885017e+20,1.76934953461731e+20,1.2236185739225263e+20,1.4048621740698187e+20,1.2236185739222696e+20,1.5433653386122232e+20,1.2646450587119644e+20,1.4641649195333201e+20,1.5760905045426435e+20,1.3302136324599706e+20,1.2780279187933556e+20,1.1220716365736795e+20,1.5868489263953494e+20,1.576090504541272e+20,1.700705770793551e+20,1.1811679407994279e+20,8.4533601043215e+19,1.1666745337408961e+20,1.6602069666253508e+20,1.3429432395574744e+20,1.237445211369169e+20,1.8721400533181396e+20,1.8167935928712787e+20,1.1811679407997511e+20,1.2374452113684467e+20,1.8992085428643663e+20,1.969573299677357e+20,1.5099310773542165e+20,1.690672020860128e+20,1.2096339023672041e+20,1.4986205729489722e+20,1.4641649195341745e+20,1.2236185739223412e+20,1.7402623553849124e+20,2.0291418480718008e+20,1.3680471549109046e+20,1.3804279245045948e+20,1.330213632460623e+20,1.8538748355414357e+20,1.0913240967839764e+20,1.1811679407992776e+20,1.8902287831418824e+20,1.7884781936114942e+20,1.890228783141052e+20,1.8354278608752037e+20,1.8446744073612457e+20,1.576090504542229e+20,1.8446744073580364e+20,1.106804644421676e+20,1.0756207731023964e+20,8.249634742466942e+19,1.597534898488951e+20,1.4169212980350378e+20,9.223372036849312e+19,6.118092869618386e+19
1.0103697841683179e+20,1.1220716365741582e+20,1.304381782529379e+20,1.4288786517796951e+20,1.0270712426363201e+20,1.475739525892368e+20,1.2096339023664293e+20,1.4641649195317572e+20,1.4757395258912686e+20,1.4524980808580768e+20,1.0596847695593118e+20,1.0913240967831278e+20,1.5099310773527898e+20,1.0435054260253111e+20,1.3429432395562369e+20,1.1068046444205295e+20,1.2912720851557895e+20,1.0435054260251466e+20,0.0,9.40603079939941e+19,1.209633902366211e+20,1.4524980808570007e+20,1.0756207731009282e+20,1.166674533740469e+20,9.761099463563346e+19,1.2780279187931672e+20,1.4872240533875602e+20,1.3926986362591907e+20,9.585209390955004e+19,1.452498080859298e+20,1.5760905045405594e+20,1.0435054260252998e+20,1.1954856507127738e+20,1.0596847695590074e+20,1.4288786517792917e+20,9.585209390949655e+19,1.1811679407975372e+20,1.3926986362591114e+20,1.1371336747694776e+20,1.0596847695593457e+20,1.0103697841679414e+20,1.3555533118850015e+20,1.4757395258910052e+20,1.416921298032983e+20,9.585209390950739e+19,4.8805497317871665e+19,1.1068046444210869e+20,1.5975348984865246e+20,1.1954856507136236e+20,1.0913240967833924e+20,1.759707231029225e+20,1.7304579824059027e+20,8.846747673105778e+19,1.0596847695588572e+20,1.85387483553566e+20,1.934710840419633e+20,1.278027918792012e+20,1.4986205729482618e+20,1.0435054260251538e+20,1.4169212980344281e+20,1.2780279187931924e+20,9.761099463564173e+19,1.6395824769285358e+20,1.9609157927006788e+20,1.0270712426366573e+20,9.76109946355756e+19,1.0756207731016039e+20,1.6906720208519515e+20,8.453360104318263e+19,1.0756207731017556e+20,1.797966208164448e+20,1.63958247692688e+20,1.807404415837909e+20,1.730457982404542e+20,1.7500118006044567e+20,1.428878651779983e+20,1.720597742695132e+20,8.453360104315457e+19,7.826290695192037e+19,6.902139622528593e+19,1.440736769227362e+20,1.2096339023662753e+20,6.651068162304632e+19,4.880549731787856e+19
1.3173610254192053e+20,1.452498080860513e+20,1.690672020860525e+20,1.8074044158463885e+20,1.4524980808603183e+20,1.797966208172582e+20,1.5975348984913864e+20,1.835427860880475e+20,1.8538748355483687e+20,1.7884781936155384e+20,1.554350283923196e+20,1.5760905045443772e+20,1.769349534618167e+20,1.4407367692304726e+20,1.7693495346188737e+20,1.3173610254184622e+20,1.710680670232058e+20,1.487224053389055e+20,1.6602069666305327e+20,0.0,1.69067202086186e+20,1.8167935928744713e+20,1.5975348984912714e+20,1.6805783663468265e+20,1.5099310773554987e+20,1.6499269484911355e+20,1.8074044158472248e+20,1.7304579824102716e+20,1.3804279245048283e+20,1.77893957523811e+20,1.8538748355474607e+20,1.4288786517829157e+20,1.649926948490545e+20,1.5099310773555665e+20,1.778939575237099e+20,1.4986205729509576e+20,1.6186952230975567e+20,1.7106806702316133e+20,1.5975348984915496e+20,1.5099310773553005e+20,1.4169212980359083e+20,1.6499269484896807e+20,1.807404415845878e+20,1.7597072310361027e+20,1.4407367692304256e+20,9.585209390961997e+19,1.4407367692302038e+20,1.8721400533223594e+20,1.565258139036732e+20,1.5760905045450785e+20,1.9347108404302234e+20,1.9170418781828956e+20,1.3804279245051227e+20,1.5211574852901165e+20,1.9781929176685422e+20,2.037509478833008e+20,1.7205977427041757e+20,1.7884781936150754e+20,1.532301645156101e+20,1.7693495346192132e+20,1.6395824769332514e+20,1.4407367692303624e+20,1.890228783147425e+20,2.029141848070791e+20,1.629172324211307e+20,1.618695223099164e+20,1.586848926397334e+20,1.9781929176747577e+20,1.3173610254194642e+20,1.45249808086104e+20,1.9347108404292646e+20,1.8902287831458172e+20,1.978192917672855e+20,1.9434850842695628e+20,1.9170418781825473e+20,1.7402623553873733e+20,1.9347108404302145e+20,1.2646450587119863e+20,1.392698636262149e+20,1.0913240967844073e+20,1.788478193615002e+20,1.6499269484911277e+20,1.1068046444220495e+20,7.826290695196823e+19
9.22337203684121e+19,1.0270712426369045e+20,1.3804279245026936e+20,1.4048621740682309e+20,9.933875699177411e+19,1.4986205729493326e+20,1.1811679407985231e+20,1.5211574852879663e+20,1.5433653386126505e+20,1.5211574852886836e+20,9.761099463561942e+19,1.0596847695593343e+20,1.4641649195321783e+20,8.2496347424584e+19,1.3173610254165585e+20,1.0596847695590379e+20,1.237445211367112e+20,1.122071636574011e+20,1.2236185739215574e+20,8.453360104315603e+19,0.0,1.5099310773519735e+20,5.217527130119741e+19,1.1666745337404955e+20,9.761099463564237e+19,1.2236185739218982e+20,1.475739525893063e+20,1.3804279245025652e+20,8.846747673107489e+19,1.3429432395570176e+20,1.5868489263936088e+20,9.223372036840651e+19,1.1811679407975986e+20,1.0270712426369304e+20,1.4288786517795458e+20,9.93387569917959e+19,1.2236185739209658e+20,1.4169212980341516e+20,1.1371336747695075e+20,1.0435054260251204e+20,9.22337203683903e+19,1.3555533118851375e+20,1.4986205729481992e+20,1.4407367692273025e+20,1.0103697841681197e+20,5.833372668712357e+19,1.0596847695592417e+20,1.6291723242061287e+20,1.1954856507134252e+20,1.1220716365742871e+20,1.7884781936082525e+20,1.750011800604952e+20,9.22337203684393e+19,1.1371336747699038e+20,1.863029828672976e+20,1.9434850842571866e+20,1.404862174070058e+20,1.5323016451535736e+20,1.106804644421291e+20,1.416921298034664e+20,1.2646450587114581e+20,1.0435054260252366e+20,1.6805783663428515e+20,1.9867751398033834e+20,1.1220716365736988e+20,1.0913240967831342e+20,1.043505426025045e+20,1.797966208165428e+20,7.378697629479736e+19,1.043505426024897e+20,1.8446744073578185e+20,1.7205977426991012e+20,1.8074044158376932e+20,1.769349534612963e+20,1.7304579824058525e+20,1.4641649195324691e+20,1.7597072310290078e+20,8.846747673109905e+19,8.65228991207009e+19,7.144393258919977e+19,1.5323016451534343e+20,1.2646450587111195e+20,8.040749325460682e+19,4.518511039629165e+19
5.833372668710148e+19,6.3901395939666166e+19,7.826290695171988e+19,1.1068046444193817e+20,8.453360104313612e+19,1.2646450587103948e+20,9.761099463563233e+19,1.2096339023653279e+20,1.2096339023646992e+20,1.2912720851564555e+20,7.378697629474118e+19,8.65228991206671e+19,1.2236185739207025e+20,7.144393258912767e+19,9.58520939093293e+19,6.11809286961029e+19,9.761099463544211e+19,6.3901395939659416e+19,8.453360104309095e+19,4.880549731784505e+19,8.846747673099772e+19,0.0,8.4533601043125e+19,8.846747673101776e+19,7.1443932589115195e+19,8.846747673103512e+19,1.0756207731004791e+20,9.406030799386359e+19,6.902139622525582e+19,1.0435054260237494e+20,1.3043817825283693e+20,6.651068162303452e+19,9.761099463557235e+19,6.3901395939643744e+19,1.1954856507120615e+20,7.826290695189091e+19,9.223372036830567e+19,1.010369784167167e+20,8.249634742454837e+19,7.826290695187756e+19,6.651068162298194e+19,9.037022079232539e+19,1.1666745337384557e+20,1.122071636571601e+20,7.82629069518839e+19,3.1950697969876906e+19,6.390139593965852e+19,1.3804279244999713e+20,8.652289912059742e+19,8.040749325455909e+19,1.543365338606806e+20,1.5433653386105314e+20,4.88054973178378e+19,8.249634742457357e+19,1.710680670219672e+20,1.8261344955247287e+20,1.0270712426361692e+20,1.1811679407973638e+20,8.249634742461024e+19,1.0435054260238998e+20,9.933875699180524e+19,5.833372668702543e+19,1.4524980808569125e+20,1.88120615984673e+20,8.453360104311815e+19,8.453360104312729e+19,7.605787426453026e+19,1.5652581390289237e+20,4.880549731786327e+19,7.605787426454918e+19,1.6291723242018193e+20,1.4986205729458622e+20,1.7106806702239737e+20,1.5323016451495838e+20,1.5099310773496427e+20,1.2236185739206351e+20,1.5211574852816703e+20,7.605787426457443e+19,5.833372668709333e+19,3.689348814739973e+19,1.1666745337385437e+20,9.037022079241665e+19,4.518511039628492e+19,1.8446744073706912e+19
1.075620773101849e+20,1.1811679407990966e+20,1.4407367692282053e+20,1.509931077352349e+20,1.0596847695587118e+20,1.5323016451541048e+20,1.2646450587111295e+20,1.5652581390348475e+20,1.576090504541564e+20,1.509931077353032e+20,9.761099463564068e+19,1.1371336747701477e+20,1.5433653386133252e+20,9.585209390953269e+19,1.4169212980338624e+20,1.2646450587116051e+20,1.416921298034075e+20,1.1666745337408442e+20,1.264645058710755e+20,1.0270712426373192e+20,1.0756207731016733e+20,1.5760905045412043e+20,0.0,1.2511190542191867e+20,1.0435054260251722e+20,1.3555533118866525e+20,1.618695223097451e+20,1.4986205729490806e+20,9.933875699185294e+19,1.464164919533252e+20,1.6704237213150426e+20,1.0756207731017192e+20,1.3302136324590032e+20,1.1220716365736034e+20,1.4986205729477008e+20,1.1371336747698908e+20,1.3173610254170379e+20,1.565258139036173e+20,1.223618573921728e+20,1.1220716365742046e+20,1.0913240967829722e+20,1.4169212980336473e+20,1.58684892639401e+20,1.5211574852877972e+20,1.1068046444209358e+20,6.390139593975608e+19,1.0913240967829643e+20,1.6602069666261408e+20,1.2912720851571918e+20,1.1811679407995242e+20,1.8538748355417394e+20,1.788478193611485e+20,1.0913240967837334e+20,1.1811679407990443e+20,1.8902287831371196e+20,1.925896622185066e+20,1.4407367692291488e+20,1.5975348984895993e+20,1.1666745337412246e+20,1.487224053387714e+20,1.3804279245043889e+20,1.1068046444207992e+20,1.7007057707912548e+20,1.9867751398028765e+20,1.1811679407989613e+20,1.1811679407991955e+20,1.1666745337410052e+20,1.835427860873688e+20,8.652289912069267e+19,1.0756207731014048e+20,1.8721400533173246e+20,1.750011800604913e+20,1.8167935928664896e+20,1.788478193609947e+20,1.797966208168372e+20,1.521157485288402e+20,1.79796620816492e+20,9.22337203684586e+19,9.223372036849035e+19,8.040749325462317e+19,1.5543502839202857e+20,1.3680471549102555e+20,8.846747673111696e+19,5.217527130132354e+19
